dma1_id,chan1_id,sales1_id,all_id,a,b,bdgt_id,dma1_name,chan1_name,sales1_name,all_name,clv,cpp,curvegroup_id,curvegroup_name,sp
7,10,1,1,11.92361755,0.000222893,7_10,Baltimore,Online Display - Acquisition - Mobile,Bundle,overall,4995,0.006063577,1,weekly,2449.594343
7,11,1,1,5.423925508,0.000184781,7_11,Baltimore,Hispanic - DM,Bundle,overall,4995,1,1,weekly,5635.144571
7,12,1,1,56.36007349,4.60E-05,7_12,Baltimore,TV Spot,Bundle,overall,4995,1,1,weekly,32141.93783
7,13,1,1,5.057720593,0.00034902,7_13,Baltimore,Radio,Bundle,overall,4995,127.7376449,1,weekly,9087.823778
7,2,1,1,16.34058242,9.13E-05,7_2,Baltimore,Online Display - Awareness - Display,Bundle,overall,4995,0.006818807,1,weekly,6156.526463
7,3,1,1,0.569925729,0.007228953,7_3,Baltimore,Online Display - Awareness - Mobile,Bundle,overall,4995,0.006205513,1,weekly,549.6538044
7,4,1,1,10.19497981,0.000786897,7_4,Baltimore,Online Display - Awareness - OLV,Bundle,overall,4995,0.080940725,1,weekly,6207.295888
7,5,1,1,10.035919,8.91E-05,7_5,Baltimore,DRTV,Bundle,overall,4995,199.7255488,1,weekly,14292.85958
7,6,1,1,48.51335464,7.91E-05,7_6,Baltimore,Direct Mail,Bundle,overall,4995,0.404477515,1,weekly,78015.6342
7,7,1,1,19.16951827,0.00017433,7_7,Baltimore,Newspaper,Bundle,overall,4995,0.118062082,1,weekly,12828.98
7,8,1,1,35.44562525,0.000663895,7_8,Baltimore,Shared Mail,Bundle,overall,4995,0.022227041,1,weekly,12101.91368
7,9,1,1,29.59079787,0.000707043,7_9,Baltimore,Online Display - Acquisition - Display,Bundle,overall,4995,0.003219078,1,weekly,14095.69194
8,1,1,1,32.52266681,0.000192287,8_1,Dallas,TV Cable,Bundle,overall,4995,1,1,weekly,20768.85225
8,10,1,1,12.28298489,0.000161757,8_10,Dallas,Online Display - Acquisition - Mobile,Bundle,overall,4995,0.001961429,1,weekly,3140.505569
8,11,1,1,5.5039818,0.000174126,8_11,Dallas,Hispanic - DM,Bundle,overall,4995,1,1,weekly,5782.911143
8,14,1,1,0.951374661,0.001035479,8_14,Dallas,Hispanic - Display,Bundle,overall,4995,1,1,weekly,1129.178846
8,15,1,1,2.858137831,0.018838174,8_15,Dallas,Asian,Bundle,overall,4995,1,1,weekly,472.4688974
8,16,1,1,19.62367648,0.005289793,8_16,Dallas,OOH,Bundle,overall,4995,1,1,weekly,7022.206897
8,17,1,1,0.518529729,0.010556237,8_17,Dallas,Hispanic - Shared Mail,Bundle,overall,4995,1,1,weekly,1735.688
8,2,1,1,19.29403998,6.91E-05,8_2,Dallas,Online Display - Awareness - Display,Bundle,overall,4995,0.003508747,1,weekly,7892.982644
8,3,1,1,0.53719554,0.007669373,8_3,Dallas,Online Display - Awareness - Mobile,Bundle,overall,4995,0.001938448,1,weekly,704.6843646
8,4,1,1,8.888954198,0.000568893,8_4,Dallas,Online Display - Awareness - OLV,Bundle,overall,4995,0.061436665,1,weekly,7651.991973
8,6,1,1,41.74313548,0.000219903,8_6,Dallas,Direct Mail,Bundle,overall,4995,0.40463926,1,weekly,28092.4648
8,8,1,1,16.66978961,0.002627564,8_8,Dallas,Shared Mail,Bundle,overall,4995,0.01811257,1,weekly,3629.199762
8,9,1,1,24.89488462,0.000546731,8_9,Dallas,Online Display - Acquisition - Display,Bundle,overall,4995,0.001585928,1,weekly,18071.39992
9,1,1,1,7.553415735,0.000678471,9_1,Pittsburgh,TV Cable,Bundle,overall,4995,1,1,weekly,4806.927907
9,10,1,1,7.743878066,0.000423782,9_10,Pittsburgh,Online Display - Acquisition - Mobile,Bundle,overall,4995,0.002825385,1,weekly,1319.012339
9,11,1,1,4.089813979,0.000653474,9_11,Pittsburgh,Hispanic - DM,Bundle,overall,4995,1,1,weekly,1316.937429
9,12,1,1,29.68721807,6.14E-05,9_12,Pittsburgh,TV Spot,Bundle,overall,4995,1,1,weekly,23094.08909
9,13,1,1,2.725221129,0.000801153,9_13,Pittsburgh,Radio,Bundle,overall,4995,60.65802523,1,weekly,4349.45
9,2,1,1,5.961615785,0.000172038,9_2,Pittsburgh,Online Display - Awareness - Display,Bundle,overall,4995,0.004260607,1,weekly,3315.052712
9,3,1,1,0.3542943,0.015301849,9_3,Pittsburgh,Online Display - Awareness - Mobile,Bundle,overall,4995,0.003021412,1,weekly,295.9674331
9,4,1,1,6.433404181,0.001360216,9_4,Pittsburgh,Online Display - Awareness - OLV,Bundle,overall,4995,0.057298638,1,weekly,3342.390094
9,5,1,1,7.265657121,8.64E-05,9_5,Pittsburgh,DRTV,Bundle,overall,4995,206.1454349,1,weekly,14261.52771
9,6,1,1,30.26107663,0.000250911,9_6,Pittsburgh,Direct Mail,Bundle,overall,4995,0.397636332,1,weekly,26131.81616
9,8,1,1,21.24408482,0.001862274,9_8,Pittsburgh,Shared Mail,Bundle,overall,4995,0.024811479,1,weekly,9635.292308
9,9,1,1,18.07025487,0.001313408,9_9,Pittsburgh,Online Display - Acquisition - Display,Bundle,overall,4995,0.002045456,1,weekly,7589.987967
